Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Month,Year,Day_perc_Change,Trend
2018-10-24,1664.2,1773.7,1777.71,1656.56,6.93,10,2018,-6.619458300835501,Among top losers
2018-10-23,1768.7,1742.24,1776.34,1714.0,6.72,10,2018,6.279293354164173,Among top gainers
2018-10-22,1789.3,1784.0,1809.5,1756.0,4.5,10,2018,1.164697235257539,Positive
2018-10-19,1764.03,1785.16,1809.1,1753.0,5.91,10,2018,-1.4122841334600067,Negative
2018-10-18,1770.72,1821.49,1830.15,1767.87,5.87,10,2018,0.37924525093111505,Slight or No change
2018-10-17,1831.73,1842.79,1845.0,1807.0,5.3,10,2018,3.4454910996656762,Among top gainers
2018-10-16,1819.96,1783.5,1823.88,1761.55,5.86,10,2018,-0.6425619496323143,Slight negative
2018-10-15,1760.95,1795.0,1795.05,1734.23,6.44,10,2018,-3.2423789533835956,Among top losers
2018-10-12,1788.61,1808.0,1808.95,1742.53,9.44,10,2018,1.5707430648229659,Positive
2018-10-11,1719.36,1724.0,1755.4,1685.1,13.94,10,2018,-3.8717216162271306,Among top losers
2018-10-10,1755.25,1857.89,1858.56,1754.41,10.99,10,2018,2.0874046156709625,Positive
2018-10-09,1870.32,1859.99,1896.68,1852.32,4.77,10,2018,6.5557612875658755,Among top gainers
2018-10-08,1864.42,1874.0,1902.0,1830.66,7.39,10,2018,-0.31545403995038024,Slight or No change
2018-10-05,1889.65,1917.99,1929.08,1862.83,6.82,10,2018,1.353235858872992,Positive
2018-10-04,1909.42,1949.0,1956.0,1896.57,7.26,10,2018,1.0462254914931357,Positive
2018-10-03,1952.76,1981.7,1989.7,1949.81,5.25,10,2018,2.2697992060416228,Positive
2018-10-02,1971.31,1999.99,2013.39,1965.77,5.4,10,2018,0.9499375243245511,Slight positive
2018-10-01,2004.36,2021.99,2033.19,2003.6,3.47,10,2018,1.6765501113472636,Positive
2018-09-28,2003.0,2004.41,2026.52,1996.46,4.09,9,2018,-0.06785208246022911,Slight or No change
2018-09-27,2012.98,1993.24,2016.16,1988.58,4.33,9,2018,0.49825262106839574,Slight or No change
2018-09-26,1974.85,1968.5,1995.25,1961.52,4.31,9,2018,-1.8942065991713886,Negative
2018-09-25,1974.55,1942.9,1975.91,1938.85,4.54,9,2018,-0.015191027166616689,Slight or No change
2018-09-24,1934.36,1903.79,1936.88,1865.0,4.21,9,2018,-2.035400470993398,Negative
2018-09-21,1915.01,1954.22,1957.31,1910.5,6.86,9,2018,-1.0003308587853255,Negative
2018-09-20,1944.3,1938.58,1955.0,1932.25,3.15,9,2018,1.5294959295251598,Positive
2018-09-19,1926.42,1940.5,1940.83,1904.9,4.06,9,2018,-0.9196111711155641,Slight negative
2018-09-18,1941.05,1918.65,1958.2,1915.44,4.27,9,2018,0.7594397898692762,Slight positive
2018-09-17,1908.03,1954.73,1956.82,1887.41,7.05,9,2018,-1.7011411349527328,Negative
2018-09-14,1970.19,1992.93,1993.65,1959.22,3.64,9,2018,3.2578104117859885,Among top gainers
2018-09-13,1989.87,2000.0,2008.76,1982.03,3.62,9,2018,0.9988884320801361,Slight positive
2018-09-12,1990.0,1994.0,2000.0,1962.44,4.41,9,2018,0.006533090101368266,Slight or No change
2018-09-11,1987.15,1928.27,1988.88,1917.0,5.03,9,2018,-0.14321608040200884,Slight or No change
2018-09-10,1939.01,1971.0,1973.04,1931.52,4.54,9,2018,-2.4225649799964777,Negative
2018-09-07,1952.07,1938.71,1975.2,1937.35,4.89,9,2018,0.6735395897906615,Slight positive
2018-09-06,1958.31,2006.51,2007.5,1935.21,7.49,9,2018,0.31966066790638514,Slight or No change
2018-09-05,1994.82,2038.11,2040.38,1989.89,8.22,9,2018,1.8643626392144341,Positive
2018-09-04,2039.51,2026.5,2050.5,2013.0,5.72,9,2018,2.24030238317241,Positive
2018-08-31,2012.71,2007.0,2022.38,2004.74,4.2,8,2018,-1.3140411177194555,Negative
2018-08-30,2002.38,1997.42,2025.57,1986.9,7.28,8,2018,-0.5132383701576426,Slight negative
2018-08-29,1998.1,1953.45,1998.69,1948.94,6.53,8,2018,-0.21374564268521468,Slight or No change
2018-08-28,1932.82,1937.73,1941.78,1928.82,3.1,8,2018,-3.2671037485611287,Among top losers
2018-08-27,1927.68,1915.0,1927.7,1909.28,3.57,8,2018,-0.2659326786767502,Slight or No change
2018-08-24,1905.39,1910.51,1916.01,1902.54,2.8,8,2018,-1.1563122509960166,Negative
2018-08-23,1902.9,1907.17,1919.5,1900.76,3.56,8,2018,-0.13068190764095045,Slight or No change
2018-08-22,1904.9,1876.64,1905.8,1876.64,3.08,8,2018,0.10510273792632141,Slight or No change
2018-08-21,1883.42,1880.0,1897.75,1874.4,3.11,8,2018,-1.1276182476770424,Negative
2018-08-20,1876.71,1890.57,1891.75,1866.06,2.86,8,2018,-0.3562667912627049,Slight or No change
2018-08-17,1882.22,1885.8,1888.0,1855.55,4.1,8,2018,0.29359890446578607,Slight or No change
2018-08-16,1886.52,1903.94,1905.0,1883.55,3.96,8,2018,0.22845363453793954,Slight or No change
2018-08-15,1882.62,1909.55,1916.21,1869.79,7.7,8,2018,-0.2067298517905991,Slight or No change
2018-08-14,1919.65,1919.39,1921.01,1900.0,3.99,8,2018,1.966939690431424,Positive
2018-08-13,1896.2,1898.5,1925.0,1893.67,5.53,8,2018,-1.221576849946604,Negative
2018-08-10,1886.3,1888.51,1899.5,1878.21,3.64,8,2018,-0.5220968252294123,Slight negative
2018-08-09,1898.52,1882.0,1914.57,1877.48,4.86,8,2018,0.6478290833907607,Slight positive
2018-08-08,1886.52,1861.0,1891.51,1854.5,3.96,8,2018,-0.6320712976423781,Slight negative
2018-08-07,1862.48,1854.53,1869.72,1846.27,3.38,8,2018,-1.2743040094989722,Negative
2018-08-06,1847.75,1825.81,1847.77,1818.92,3.39,8,2018,-0.7908809759030966,Slight negative
2018-08-03,1823.29,1837.74,1841.0,1821.5,3.46,8,2018,-1.3237721553240434,Negative
2018-08-02,1834.33,1788.77,1836.56,1786.0,4.35,8,2018,0.6054988509781811,Slight positive
2018-08-01,1797.17,1784.0,1798.44,1776.02,4.15,8,2018,-2.0258077881297187,Negative
2018-07-31,1777.44,1786.49,1801.83,1739.32,5.74,7,2018,-1.0978371550827148,Negative
2018-07-30,1779.22,1827.33,1829.5,1766.02,6.56,7,2018,0.100144027365201,Slight or No change
2018-07-27,1817.27,1876.05,1880.05,1806.53,9.68,7,2018,2.1385775789390937,Positive
2018-07-26,1808.0,1839.0,1844.68,1804.5,9.92,7,2018,-0.5101058180677631,Slight negative
2018-07-25,1863.61,1829.3,1863.84,1822.64,3.84,7,2018,3.075774336283188,Among top gainers
2018-07-24,1829.24,1829.01,1840.0,1809.38,4.28,7,2018,-1.8442699921120798,Negative
2018-07-23,1802.0,1812.21,1819.0,1769.99,3.89,7,2018,-1.489143032078899,Negative
2018-07-20,1813.7,1825.01,1834.84,1810.06,3.89,7,2018,0.6492785793562827,Slight positive
2018-07-19,1812.97,1829.46,1841.0,1811.27,4.68,7,2018,-0.040249214313281545,Slight or No change
2018-07-18,1842.92,1848.0,1858.88,1831.27,4.86,7,2018,1.6519854161955339,Positive
2018-07-17,1843.93,1811.56,1851.69,1797.38,5.68,7,2018,0.054804332255331545,Slight or No change
2018-07-16,1822.49,1821.95,1841.95,1814.45,5.47,7,2018,-1.162733943262495,Negative
2018-07-13,1813.03,1803.93,1815.3,1795.22,4.39,7,2018,-0.5190700634845724,Slight negative
2018-07-12,1796.62,1764.51,1798.0,1762.18,4.53,7,2018,-0.9051146423390777,Slight negative
2018-07-11,1755.0,1737.99,1756.96,1734.0,3.21,7,2018,-2.3165722300764746,Negative
2018-07-10,1743.07,1738.53,1750.0,1731.0,3.0,7,2018,-0.6797720797720785,Slight negative
2018-07-09,1739.02,1724.05,1739.56,1716.23,3.01,7,2018,-0.23234867217036825,Slight or No change
2018-07-06,1710.63,1696.0,1715.27,1691.67,2.65,7,2018,-1.6325286655702542,Negative
2018-07-05,1699.73,1705.38,1710.69,1682.15,2.98,7,2018,-0.6371921455837981,Slight negative
2018-07-03,1693.96,1723.96,1725.0,1692.48,2.18,7,2018,-0.3394656798432649,Slight or No change
2018-07-02,1713.78,1682.7,1713.89,1678.06,3.19,7,2018,1.1700394342251341,Positive
2018-06-29,1699.8,1717.0,1723.41,1694.32,4.54,6,2018,-0.8157406434898262,Slight negative
2018-06-28,1701.45,1672.54,1705.5,1661.17,4.53,6,2018,0.09707024355807281,Slight or No change
2018-06-27,1660.51,1708.11,1711.95,1660.0,4.87,6,2018,-2.4061829615915853,Negative
2018-06-26,1691.09,1672.37,1701.57,1663.34,4.39,6,2018,1.8416028810425589,Positive
2018-06-25,1663.15,1702.51,1705.0,1646.31,7.51,6,2018,-1.6521888249590444,Negative
2018-06-22,1715.67,1742.62,1743.0,1711.9,4.08,6,2018,3.1578630911222705,Among top gainers
2018-06-21,1730.22,1760.0,1763.1,1717.56,4.94,6,2018,0.8480651873612022,Slight positive
2018-06-20,1750.08,1742.5,1762.93,1741.36,4.33,6,2018,1.1478309116759622,Positive
2018-06-19,1734.78,1709.04,1736.11,1700.39,4.29,6,2018,-0.8742457487657673,Slight negative
2018-06-18,1723.79,1706.26,1726.74,1702.56,3.11,6,2018,-0.6335097245760313,Slight negative
2018-06-15,1715.97,1714.0,1720.87,1708.52,4.78,6,2018,-0.45365154688216114,Slight or No change
2018-06-14,1723.86,1713.48,1724.8,1708.87,3.17,6,2018,0.4597982482211105,Slight or No change
2018-06-13,1704.86,1702.81,1713.75,1700.12,3.33,6,2018,-1.1021776710405717,Negative
2018-06-12,1698.75,1693.0,1699.51,1691.52,2.26,6,2018,-0.35838719894888404,Slight or No change
2018-06-11,1689.12,1681.51,1694.24,1680.59,2.34,6,2018,-0.5668874172185534,Slight negative
2018-06-08,1683.99,1681.12,1689.44,1673.01,2.96,6,2018,-0.3037084398976875,Slight or No change
2018-06-07,1689.3,1698.56,1699.9,1676.11,3.77,6,2018,0.3153225375447599,Slight or No change
2018-06-06,1695.75,1704.51,1714.5,1686.47,5.47,6,2018,0.38181495293909684,Slight or No change
2018-06-05,1696.35,1672.99,1699.0,1670.06,4.78,6,2018,0.03538257408226553,Slight or No change
2018-06-04,1665.27,1648.9,1665.68,1645.49,3.19,6,2018,-1.8321690688831826,Negative
2018-06-01,1641.54,1637.03,1646.73,1635.09,3.31,6,2018,-1.4249941450935943,Negative
2018-05-31,1629.62,1623.0,1635.0,1621.35,3.17,5,2018,-0.7261473981748923,Slight negative
2018-05-30,1624.89,1618.1,1626.0,1612.93,2.91,5,2018,-0.29025171512375714,Slight or No change
2018-05-29,1612.87,1600.71,1621.79,1600.15,3.85,5,2018,-0.7397423825612925,Slight negative
2018-05-25,1610.15,1603.0,1614.12,1600.45,2.7,5,2018,-0.16864347405555202,Slight or No change
2018-05-24,1603.07,1598.03,1608.24,1588.38,3.43,5,2018,-0.43971058597026547,Slight or No change
2018-05-23,1601.86,1571.05,1601.86,1566.34,3.36,5,2018,-0.07548017241917337,Slight or No change
2018-05-22,1581.4,1589.89,1589.89,1575.25,2.12,5,2018,-1.2772651792291367,Negative
2018-05-21,1585.46,1585.0,1592.05,1575.0,2.93,5,2018,0.256734539016068,Slight or No change
2018-05-18,1574.37,1581.33,1583.59,1572.1,2.64,5,2018,-0.6994815384809505,Slight negative
2018-05-17,1581.76,1580.56,1594.04,1573.0,2.15,5,2018,0.469394106849097,Slight or No change
2018-05-16,1587.28,1577.5,1594.43,1576.67,2.57,5,2018,0.34897835322678095,Slight or No change
2018-05-15,1576.12,1587.81,1587.8,1565.22,5.08,5,2018,-0.7030895620180444,Slight negative
2018-05-14,1601.54,1604.0,1611.18,1600.05,2.51,5,2018,1.6128213587798035,Positive
2018-05-11,1602.91,1610.99,1611.1,1597.89,2.26,5,2018,0.08554266518476794,Slight or No change
2018-05-10,1609.08,1608.47,1615.6,1603.44,2.82,5,2018,0.384924917805729,Slight or No change
2018-05-09,1608.0,1600.0,1608.0,1592.0,3.64,5,2018,-0.06711909911253366,Slight or No change
2018-05-08,1592.39,1595.0,1596.88,1582.51,3.07,5,2018,-0.9707711442786038,Slight negative
2018-05-07,1600.14,1589.34,1606.95,1587.83,3.8,5,2018,0.48668981844899317,Slight or No change
2018-05-04,1580.95,1562.45,1584.9,1562.19,3.44,5,2018,-1.1992700638694176,Negative
2018-05-03,1572.08,1560.01,1574.8,1546.02,4.25,5,2018,-0.5610550618299182,Slight negative
2018-05-02,1569.68,1580.98,1588.5,1566.36,4.36,5,2018,-0.1526639865655599,Slight or No change
2018-05-01,1582.26,1563.22,1585.0,1552.18,4.57,5,2018,0.8014372356148991,Slight positive
2018-04-30,1566.13,1582.5,1596.0,1560.94,5.46,4,2018,-1.0194279069179468,Negative
2018-04-27,1572.62,1634.01,1638.1,1567.39,13.05,4,2018,0.4143972722570721,Slight or No change
2018-04-26,1517.96,1485.01,1529.42,1478.5,8.8,4,2018,-3.475728402284073,Among top losers
2018-04-25,1460.17,1458.0,1469.99,1415.02,6.59,4,2018,-3.807083190597904,Among top losers
2018-04-24,1460.09,1535.8,1539.5,1448.45,7.49,4,2018,-0.005478814110693175,Slight or No change
2018-04-23,1517.86,1546.69,1548.0,1503.41,4.47,4,2018,3.956605414734704,Among top gainers
2018-04-20,1527.49,1561.2,1561.2,1516.09,5.54,4,2018,0.6344458645725082,Slight positive
2018-04-19,1556.91,1543.22,1568.52,1539.06,6.52,4,2018,1.926035522327485,Positive
2018-04-18,1527.84,1514.65,1533.8,1504.11,5.23,4,2018,-1.8671599514422876,Negative
2018-04-17,1503.83,1462.3,1507.19,1457.02,5.11,4,2018,-1.5714996334694753,Negative
2018-04-16,1441.5,1445.0,1447.0,1427.48,2.81,4,2018,-4.1447504039685334,Among top losers
2018-04-13,1430.79,1449.13,1459.78,1424.52,3.69,4,2018,-0.7429760665973006,Slight negative
2018-04-12,1448.5,1439.5,1452.12,1435.06,3.14,4,2018,1.237777731183476,Positive
2018-04-11,1427.05,1439.44,1448.78,1424.89,3.58,4,2018,-1.4808422506040753,Negative
2018-04-10,1436.22,1431.99,1438.38,1415.7,4.28,4,2018,0.6425843523352404,Slight positive
2018-04-09,1406.08,1425.03,1438.48,1402.57,4.21,4,2018,-2.0985642868084353,Negative
2018-04-06,1405.23,1429.97,1452.5,1400.26,5.88,4,2018,-0.06045175238961198,Slight or No change
2018-04-05,1451.75,1441.99,1459.56,1427.07,6.41,4,2018,3.310490097706431,Among top gainers
2018-04-04,1410.57,1358.24,1415.39,1352.88,6.98,4,2018,-2.836576545548475,Negative
2018-04-03,1392.05,1391.38,1414.0,1355.33,10.23,4,2018,-1.3129444125424494,Negative
2018-04-02,1371.99,1417.62,1421.36,1355.0,10.46,4,2018,-1.4410401925218141,Negative
2018-03-29,1447.34,1406.0,1455.47,1365.2,12.58,3,2018,5.4920225366074105,Among top gainers
2018-03-28,1431.42,1447.0,1455.9,1386.17,13.71,3,2018,-1.0999488717232886,Negative
2018-03-27,1497.05,1572.4,1575.96,1482.32,7.0,3,2018,4.584957594556438,Among top gainers
2018-03-26,1555.86,1530.0,1556.99,1499.25,5.62,3,2018,3.9283925052603363,Among top gainers
2018-03-23,1495.56,1539.01,1549.02,1495.36,8.01,3,2018,-3.875670047433566,Among top losers
2018-03-22,1544.92,1565.47,1573.85,1542.4,6.32,3,2018,3.300435957099701,Among top gainers
2018-03-21,1581.86,1586.45,1590.0,1563.17,4.75,3,2018,2.391062320379045,Positive
2018-03-20,1586.51,1550.34,1587.0,1545.41,4.58,3,2018,0.29395774594465074,Slight or No change
2018-03-19,1544.93,1554.53,1561.66,1525.35,6.58,3,2018,-2.6208470164070796,Negative
2018-03-16,1571.68,1583.45,1589.44,1567.5,5.43,3,2018,1.7314700342410339,Positive
2018-03-15,1582.32,1595.0,1596.91,1578.11,4.07,3,2018,0.6769825918762074,Slight positive
2018-03-14,1591.0,1597.0,1606.44,1590.89,4.26,3,2018,0.5485616057434584,Slight positive
2018-03-13,1588.18,1615.96,1617.54,1578.01,6.53,3,2018,-0.17724701445631652,Slight or No change
2018-03-12,1598.39,1592.6,1605.33,1586.7,5.17,3,2018,0.6428742333992377,Slight positive
2018-03-09,1578.89,1563.5,1578.94,1559.08,4.53,3,2018,-1.2199776024624742,Negative
2018-03-08,1551.86,1550.0,1554.88,1545.25,3.86,3,2018,-1.7119622012933267,Negative
2018-03-07,1545.0,1526.52,1545.9,1522.51,4.17,3,2018,-0.44205018493935766,Slight or No change
2018-03-06,1537.64,1533.2,1542.13,1528.0,4.56,3,2018,-0.4763754045307378,Slight or No change
2018-03-05,1523.61,1494.24,1525.38,1481.0,5.23,3,2018,-0.912437241486963,Slight negative
2018-03-02,1500.25,1469.1,1501.05,1455.01,6.59,3,2018,-1.5332007534736514,Negative
2018-03-01,1493.45,1513.6,1518.49,1465.0,6.84,3,2018,-0.45325779036826663,Slight or No change
2018-02-28,1512.45,1519.51,1528.7,1512.0,4.52,2,2018,1.272222036224857,Positive
2018-02-27,1511.98,1524.5,1526.78,1507.21,4.81,2,2018,-0.031075407451486292,Slight or No change
2018-02-26,1521.95,1509.2,1522.84,1507.0,4.95,2,2018,0.6594002566171486,Slight positive
2018-02-23,1500.0,1495.34,1500.0,1486.5,4.42,2,2018,-1.4422287197345507,Negative
2018-02-22,1485.34,1495.36,1502.54,1475.76,4.86,2,2018,-0.9773333333333412,Slight negative
2018-02-21,1482.92,1485.0,1503.49,1478.92,6.3,2,2018,-0.1629256601182072,Slight or No change
2018-02-20,1468.35,1446.49,1488.77,1446.49,6.5,2,2018,-0.9825209721360695,Slight negative
2018-02-16,1448.69,1457.37,1465.8,1446.56,4.47,2,2018,-1.3389178329417328,Negative
2018-02-15,1461.76,1466.89,1468.94,1436.84,5.65,2,2018,0.902194396316669,Slight positive
2018-02-14,1451.05,1406.25,1452.06,1403.36,5.96,2,2018,-0.7326784150612942,Slight negative
2018-02-13,1414.51,1385.93,1419.72,1383.53,5.92,2,2018,-2.5181764928844608,Negative
2018-02-12,1386.23,1364.67,1393.81,1344.01,6.74,2,2018,-1.9992789022346913,Negative
2018-02-09,1339.6,1373.49,1383.5,1265.93,14.14,2,2018,-3.363799658065403,Among top losers
2018-02-08,1350.5,1429.67,1433.75,1349.94,8.58,2,2018,0.8136757240967629,Slight positive
2018-02-07,1416.78,1449.0,1460.99,1415.15,7.16,2,2018,4.907811921510552,Among top gainers
2018-02-06,1442.84,1361.46,1443.99,1351.79,11.07,2,2018,1.8393822611838084,Positive
2018-02-05,1390.0,1402.62,1458.98,1320.72,11.49,2,2018,-3.6622217293670767,Among top losers
2018-02-02,1429.95,1477.39,1498.0,1414.0,11.13,2,2018,2.874100719424466,Positive
2018-02-01,1390.0,1445.0,1459.88,1385.14,9.11,2,2018,-2.7938039791601144,Negative
2018-01-31,1450.89,1451.3,1472.58,1450.04,6.42,1,2018,4.380575539568343,Among top gainers
2018-01-30,1437.82,1403.17,1439.25,1392.0,5.87,1,2018,-0.9008263893196755,Slight negative
2018-01-29,1417.68,1409.18,1431.39,1400.44,5.7,1,2018,-1.4007316632123512,Negative
2018-01-26,1402.05,1392.01,1402.53,1380.91,4.86,1,2018,-1.1025055019468488,Negative
2018-01-25,1377.95,1368.0,1378.34,1357.62,4.75,1,2018,-1.7189115937377375,Negative
2018-01-24,1357.51,1374.82,1388.16,1338.0,6.81,1,2018,-1.4833629667259318,Negative
2018-01-23,1362.54,1338.09,1364.9,1337.34,5.17,1,2018,0.3705313404689381,Slight or No change
2018-01-22,1327.31,1297.17,1327.45,1296.66,4.14,1,2018,-2.585612165514406,Negative
2018-01-19,1294.58,1312.0,1313.0,1292.99,4.58,1,2018,-2.4658896565233457,Negative
2018-01-18,1293.32,1293.95,1304.6,1284.02,4.03,1,2018,-0.09732886341515812,Slight or No change
2018-01-17,1295.0,1312.24,1314.0,1280.88,5.25,1,2018,0.12989824637368308,Slight or No change
2018-01-16,1304.86,1323.0,1339.94,1292.3,7.22,1,2018,0.7613899613899466,Slight positive
2018-01-12,1305.2,1273.39,1305.76,1273.39,5.44,1,2018,0.02605643517312739,Slight or No change
2018-01-11,1276.68,1259.74,1276.77,1256.46,3.13,1,2018,-2.1851057309224653,Negative
2018-01-10,1254.33,1245.15,1254.33,1237.23,2.69,1,2018,-1.7506344581257771,Negative
2018-01-09,1252.7,1256.9,1259.33,1241.76,3.66,1,2018,-0.1299498537067456,Slight or No change
2018-01-08,1246.87,1236.0,1253.08,1232.03,4.28,1,2018,-0.4653947473457487,Slight or No change
2018-01-05,1229.14,1217.51,1229.14,1210.0,3.54,1,2018,-1.4219605893156295,Negative
2018-01-04,1209.59,1205.0,1215.87,1204.66,3.02,1,2018,-1.59054298127147,Negative
2018-01-03,1204.2,1188.3,1205.49,1188.3,3.11,1,2018,-0.4456055357600408,Slight or No change
2018-01-02,1189.01,1172.0,1190.0,1170.51,2.69,1,2018,-1.2614183690416891,Negative
2017-12-29,1169.47,1182.35,1184.0,1167.5,2.69,12,2017,-1.643383991724201,Negative
2017-12-28,1186.1,1189.0,1190.1,1184.38,1.84,12,2017,1.4220116805048422,Positive
2017-12-27,1182.26,1179.91,1187.29,1175.61,1.87,12,2017,-0.32375010538739923,Slight or No change
2017-12-26,1176.76,1168.36,1178.32,1160.55,2.01,12,2017,-0.46521069815438354,Slight or No change
2017-12-22,1168.36,1172.08,1174.62,1167.83,1.59,12,2017,-0.7138243991978044,Slight negative
2017-12-21,1174.76,1175.9,1179.17,1167.64,2.12,12,2017,0.5477763702968375,Slight positive
2017-12-20,1177.62,1190.5,1191.0,1176.0,2.37,12,2017,0.2434539820899584,Slight or No change
2017-12-19,1187.38,1189.15,1192.97,1179.14,2.59,12,2017,0.8287902719043672,Slight positive
2017-12-18,1190.58,1187.37,1194.78,1180.91,2.95,12,2017,0.2695009179874974,Slight or No change
2017-12-15,1179.14,1179.03,1182.75,1169.33,4.78,12,2017,-0.9608762115943303,Slight negative
2017-12-14,1174.26,1163.71,1177.93,1162.45,3.21,12,2017,-0.4138609495055845,Slight or No change
2017-12-13,1164.13,1170.0,1170.87,1160.27,2.62,12,2017,-0.8626709587314485,Slight negative
2017-12-12,1165.08,1166.51,1173.6,1161.61,2.24,12,2017,0.08160600620203962,Slight or No change
2017-12-11,1168.92,1164.6,1169.9,1157.0,2.36,12,2017,0.3295911010402941,Slight or No change
2017-12-08,1162.0,1170.4,1172.79,1157.1,3.05,12,2017,-0.5919994524860583,Slight negative
2017-12-07,1159.79,1156.59,1163.19,1151.0,2.51,12,2017,-0.19018932874355077,Slight or No change
2017-12-06,1152.35,1137.99,1155.89,1136.08,2.85,12,2017,-0.6414954431405717,Slight negative
2017-12-05,1141.57,1128.26,1159.27,1124.74,4.08,12,2017,-0.9354796719746594,Slight negative
2017-12-04,1133.95,1173.85,1175.2,1128.0,5.93,12,2017,-0.667501773872814,Slight negative
2017-12-01,1162.35,1172.05,1179.65,1152.0,4.11,12,2017,2.5045195996296066,Positive
2017-11-30,1176.75,1167.1,1178.57,1160.0,4.51,11,2017,1.2388695315524556,Positive
2017-11-29,1161.27,1194.8,1194.8,1145.19,9.26,11,2017,-1.3154875717017234,Negative
2017-11-28,1193.6,1204.88,1205.34,1188.52,4.56,11,2017,2.7840209425887164,Positive
2017-11-27,1195.83,1202.66,1213.41,1191.15,6.74,11,2017,0.18682975871313623,Slight or No change
2017-11-24,1186.0,1160.7,1186.84,1160.7,3.53,11,2017,-0.8220231972771996,Slight negative
2017-11-22,1156.16,1141.0,1160.27,1141.0,3.56,11,2017,-2.5160202360876793,Negative
2017-11-21,1139.49,1132.86,1140.0,1128.2,2.48,11,2017,-1.441841959590373,Negative
2017-11-20,1126.31,1129.77,1133.42,1122.55,2.16,11,2017,-1.1566578030522523,Negative
2017-11-17,1129.88,1138.28,1138.8,1125.81,2.41,11,2017,0.31696424607792206,Slight or No change
2017-11-16,1137.29,1130.16,1138.16,1130.05,2.21,11,2017,0.6558218571883545,Slight positive
2017-11-15,1126.69,1127.01,1131.75,1121.63,3.93,11,2017,-0.9320402008282769,Slight negative
2017-11-14,1136.84,1130.11,1138.0,1123.89,3.14,11,2017,0.9008689169159201,Slight positive
2017-11-13,1129.17,1123.0,1139.9,1122.34,2.92,11,2017,-0.6746771753280867,Slight negative
2017-11-10,1125.35,1126.1,1131.75,1124.06,2.18,11,2017,-0.33830158434957625,Slight or No change
2017-11-09,1129.13,1125.96,1129.62,1115.77,3.73,11,2017,0.3358954991780516,Slight or No change
2017-11-08,1132.88,1122.82,1135.54,1119.11,2.58,11,2017,0.3321141055502963,Slight or No change
2017-11-07,1123.17,1124.74,1130.6,1117.5,2.69,11,2017,-0.8571075489019142,Slight negative
2017-11-06,1120.66,1109.15,1125.41,1108.77,3.38,11,2017,-0.22347462984232402,Slight or No change
2017-11-03,1111.6,1091.15,1112.68,1088.52,3.75,11,2017,-0.8084521621187668,Slight negative
2017-11-02,1094.22,1097.81,1101.93,1086.87,3.68,11,2017,-1.5635120546959258,Negative
2017-11-01,1103.68,1105.4,1108.97,1096.74,3.76,11,2017,0.8645427793313898,Slight positive
2017-10-31,1105.28,1109.0,1110.54,1101.12,3.48,10,2017,0.14496955639315967,Slight or No change
2017-10-30,1110.85,1095.01,1122.79,1093.56,6.61,10,2017,0.5039447017950227,Slight positive
2017-10-27,1100.95,1058.14,1105.58,1050.55,16.57,10,2017,-0.8912094342170329,Slight negative
2017-10-26,972.43,980.33,982.9,968.55,5.62,10,2017,-11.6735546573414,Bear drop
2017-10-25,972.91,978.0,984.44,966.24,3.03,10,2017,0.04936087944633627,Slight or No change
